   No.   File  Line   Col. Cls.  Mthd.  Rep.  Tok.     Text
   687     0   194    28     0    14     0     102  ;
   688     0   196     9     0    14     0      31  if
   689     0   196    12     0    14     0      59  (
   690     0   196    13     0    14     0      59  (
   691     0   196    14     0    14     0     111  start
   692     0   196    20     0    14     0      93  <
   693     0   196    22     0    14     0     112  0
   694     0   196    23     0    14     0      60  )
   695     0   196    25     0    14     0      98  ||
   696     0   196    28     0    14     0      59  (
   697     0   196    29     0    14     0     111  end
   698     0   196    33     0    14     0      89  >
   699     0   196    35     0    14     0     111  len
   700     0   196    38     0    14     0      60  )
   701     0   196    40     0    14     0      98  ||
   702     0   196    43     0    14     0      59  (
   703     0   196    44     0    14     0     111  start
   704     0   196    50     0    14     0      89  >
   705     0   196    52     0    14     0     111  end
   706     0   196    55     0    14     0      60  )
   707     0   196    56     0    14     0      60  )
   708     0   197    13     0    14     0      20  throw
   709     0   197    19     0    14     0      15  new
   710     0   197    23     0    14     0     111  IndexOutOfBoundsException
   711     0   197    48     0    14     0      59  (
   712     0   197    49     0    14     0      60  )
   713     0   197    50     0    14     0     102  ;
   714     0   198     9     0    14     0      36  int
   715     0   198    13     0    14     0     111  sublen
   716     0   198    20     0    14     0      67  =
   717     0   198    22     0    14     0     111  end
   718     0   198    26     0    14     0      77  -
   719     0   198    28     0    14     0     111  start
   720     0   198    33     0    14     0     102  ;
   721     0   199     9     0    14     0      36  int
   722     0   199    13     0    14     0     111  off
   723     0   199    17     0    14     0      67  =
   724     0   199    19     0    14     0     111  offset
   725     0   199    26     0    14     0      74  +
   726     0   199    28     0    14     0      59  (
   727     0   199    29     0    14     0      59  (
   728     0   199    30     0    14     0     111  pos
   729     0   199    34     0    14     0      74  +
   730     0   199    36     0    14     0     111  start
   731     0   199    41     0    14     0      60  )
   732     0   199    43     0    14     0      90  <<
   733     0   199    46     0    14     0     112  1
   734     0   199    47     0    14     0      60  )
   735     0   199    48     0    14     0     102  ;
   736     0   200     9     0    14     0     111  assert
   737     0   200    16     0    14     0      59  (
   738     0   200    17     0    14     0     111  off
   739     0   200    21     0    14     0      88  >=
   740     0   200    24     0    14     0     112  0
   741     0   200    25     0    14     0      60  )
   742     0   200    26     0    14     0     102  ;
   743     0   201     9     0    14     0      19  return
   744     0   201    16     0    14     0      15  new
   745     0   201    20     0    14     0     111  ByteBufferAsCharBufferB
   746     0   201    43     0    14     0      59  (
   747     0   201    44     0    14     0     111  bb
   748     0   201    46     0    14     0      66  ,
   749     0   201    48     0    14     0      77  -
   750     0   201    49     0    14     0     112  1
   751     0   201    50     0    14     0      66  ,
   752     0   201    52     0    14     0     112  0
   753     0   201    53     0    14     0      66  ,
   754     0   201    55     0    14     0     111  sublen
   755     0   201    61     0    14     0      66  ,
   756     0   201    63     0    14     0     111  sublen
   757     0   201    69     0    14     0      66  ,
   758     0   201    71     0    14     0     111  off
   759     0   201    74     0    14     0      60  )
   760     0   201    75     0    14     0     102  ;
   761     0   202     5     0    14     0      64  }
   762     0   202     5     0    14     0     152  ENDMETHOD
   763     0   202     5     0    15     0     153  STARTMETHOD
   764     0   207     5     0    15     0      10  public
   765     0   207    12     0    15     0     111  ByteOrder
   766     0   207    22     0    15     0     111  order
   767     0   207    27     0    15     0      59  (
   768     0   207    28     0    15     0      60  )
   769     0   207    30     0    15     0      63  {
   770     0   209     9     0    15     0      19  return
   771     0   209    16     0    15     0     111  ByteOrder.BIG_ENDIAN
   772     0   209    36     0    15     0     102  ;
   773     0   214     5     0    15     0      64  }
   774     0   214     5     0    15     0     154  ENDMETHOD
   775     0   216     1     0    -1     0      64  }
   776     0   216     1     0    -1     1     155  ENDCLASS
   777     0   216     1    -1    -1     1     156  ENDFILE D:\javasrc\java\nio\ByteBufferAsCharBufferB.java
   778     1     1     1    -1    -1     1     157  STARTFILE D:\javasrc\java\nio\ByteBufferAsFloatBufferB.java
   779     1    28     1    -1    -1     0       5  package
   780     1    28     9    -1    -1     0     111  java.nio
   781     1    28    17    -1    -1     0     102  ;
   782     1    31     1     1    -1     0     158  STARTCLASS
   783     1    31     1     1    -1     0      24  class
   784     1    31     7     1    -1     0     111  ByteBufferAsFloatBufferB
   785     1    32     5     1    -1     0      38  extends
   786     1    32    13     1    -1     0     111  FloatBuffer
   787     1    33     1     1    -1     0      63  {
   788     1    37     5     1    -1     0      23  protected
   789     1    37    15     1    -1     0       6  final
   790     1    37    21     1    -1     0     111  ByteBuffer
   791     1    37    32     1    -1     0     111  bb
   792     1    37    34     1    -1     0     102  ;
   793     1    38     5     1    -1     0      23  protected
   794     1    38    15     1    -1     0       6  final
   795     1    38    21     1    -1     0      36  int
   796     1    38    25     1    -1     0     111  offset
   797     1    38    31     1    -1     0     102  ;
   798     1    38    31     1    16     0     159  STARTMETHOD
   799     1    42     5     1    16     0     111  ByteBufferAsFloatBufferB
   800     1    42    29     1    16     0      59  (
   801     1    42    30     1    16     0     111  ByteBuffer
   802     1    42    41     1    16     0     111  bb
   803     1    42    43     1    16     0      60  )
   804     1    42    45     1    16     0      63  {
   805     1    44     9     1    16     0      27  super
   806     1    44    14     1    16     0      59  (
   807     1    44    15     1    16     0      77  -
   808     1    44    16     1    16     0     112  1
   809     1    44    17     1    16     0      66  ,
   810     1    44    19     1    16     0     112  0
   811     1    44    20     1    16     0      66  ,
   812     1    45    15     1    16     0     111  bb.remaining
   813     1    45    27     1    16     0      59  (
   814     1    45    28     1    16     0      60  )
   815     1    45    30     1    16     0      84  >>
   816     1    45    33     1    16     0     112  2
   817     1    45    34     1    16     0      66  ,
   818     1    46    15     1    16     0     111  bb.remaining
   819     1    46    27     1    16     0      59  (
   820     1    46    28     1    16     0      60  )
   821     1    46    30     1    16     0      84  >>
   822     1    46    33     1    16     0     112  2
   823     1    46    34     1    16     0      60  )
   824     1    46    35     1    16     0     102  ;
   825     1    47     9     1    16     0     111  this.bb
   826     1    47    17     1    16     0      67  =
   827     1    47    19     1    16     0     111  bb
   828     1    47    21     1    16     0     102  ;
   829     1    49     9     1    16     0      36  int
   830     1    49    13     1    16     0     111  cap
   831     1    49    17     1    16     0      67  =
   832     1    49    19     1    16     0     111  this.capacity
   833     1    49    32     1    16     0      59  (
   834     1    49    33     1    16     0      60  )
   835     1    49    34     1    16     0     102  ;
   836     1    50     9     1    16     0     111  this.limit
   837     1    50    19     1    16     0      59  (
   838     1    50    20     1    16     0     111  cap
   839     1    50    23     1    16     0      60  )
   840     1    50    24     1    16     0     102  ;
   841     1    51     9     1    16     0      36  int
   842     1    51    13     1    16     0     111  pos
   843     1    51    17     1    16     0      67  =
   844     1    51    19     1    16     0     111  this.position
   845     1    51    32     1    16     0      59  (
   846     1    51    33     1    16     0      60  )
   847     1    51    34     1    16     0     102  ;
   848     1    52     9     1    16     0     111  assert
   849     1    52    16     1    16     0      59  (
   850     1    52    17     1    16     0     111  pos
   851     1    52    21     1    16     0      92  <=
   852     1    52    24     1    16     0     111  cap
   853     1    52    27     1    16     0      60  )
   854     1    52    28     1    16     0     102  ;
   855     1    53     9     1    16     0     111  offset
   856     1    53    16     1    16     0      67  =
   857     1    53    18     1    16     0     111  pos
   858     1    53    21     1    16     0     102  ;
   859     1    57     5     1    16     0      64  }
   860     1    57     5     1    16     0     160  ENDMETHOD
   861     1    57     5     1    17     0     161  STARTMETHOD
   862     1    59     5     1    17     0     111  ByteBufferAsFloatBufferB
   863     1    59    29     1    17     0      59  (
   864     1    59    30     1    17     0     111  ByteBuffer
   865     1    59    41     1    17     0     111  bb
   866     1    59    43     1    17     0      66  ,
   867     1    60    38     1    17     0      36  int
   868     1    60    42     1    17     0     111  mark
   869     1    60    46     1    17     0      66  ,
   870     1    60    48     1    17     0      36  int
   871     1    60    52     1    17     0     111  pos
   872     1    60    55     1    17     0      66  ,
   873     1    60    57     1    17     0      36  int
   874     1    60    61     1    17     0     111  lim
   875     1    60    64     1    17     0      66  ,
   876     1    60    66     1    17     0      36  int
   877     1    60    70     1    17     0     111  cap
   878     1    60    73     1    17     0      66  ,
   879     1    61    38     1    17     0      36  int
   880     1    61    42     1    17     0     111  off
   881     1    61    45     1    17     0      60  )
   882     1    62     5     1    17     0      63  {
   883     1    64     9     1    17     0      27  super
   884     1    64    14     1    17     0      59  (
   885     1    64    15     1    17     0     111  mark
   886     1    64    19     1    17     0      66  ,
   887     1    64    21     1    17     0     111  pos
   888     1    64    24     1    17     0      66  ,
   889     1    64    26     1    17     0     111  lim
   890     1    64    29     1    17     0      66  ,
   891     1    64    31     1    17     0     111  cap
   892     1    64    34     1    17     0      60  )
   893     1    64    35     1    17     0     102  ;
   894     1    65     9     1    17     1     111  this.bb
   895     1    65    17     1    17     1      67  =
   896     1    65    19     1    17     1     111  bb
   897     1    65    21     1    17     1     102  ;
   898     1    66     9     1    17     1     111  offset
   899     1    66    16     1    17     1      67  =
   900     1    66    18     1    17     1     111  off
   901     1    66    21     1    17     1     102  ;
   902     1    70     5     1    17     0      64  }
   903     1    70     5     1    17     0     162  ENDMETHOD
   904     1    70     5     1    18     0     163  STARTMETHOD
   905     1    72     5     1    18     0      10  public
   906     1    72    12     1    18     0     111  FloatBuffer
   907     1    72    24     1    18     0     111  slice
   908     1    72    29     1    18     0      59  (
   909     1    72    30     1    18     0      60  )
   910     1    72    32     1    18     0      63  {
   911     1    73     9     1    18     1      36  int
   912     1    73    13     1    18     1     111  pos
   913     1    73    17     1    18     1      67  =
   914     1    73    19     1    18     1     111  this.position
   915     1    73    32     1    18     1      59  (
   916     1    73    33     1    18     1      60  )
   917     1    73    34     1    18     1     102  ;
   918     1    74     9     1    18     1      36  int
   919     1    74    13     1    18     1     111  lim
   920     1    74    17     1    18     1      67  =
   921     1    74    19     1    18     1     111  this.limit
   922     1    74    29     1    18     1      59  (
   923     1    74    30     1    18     1      60  )
   924     1    74    31     1    18     1     102  ;
   925     1    75     9     1    18     0     111  assert
   926     1    75    16     1    18     0      59  (
   927     1    75    17     1    18     0     111  pos
   928     1    75    21     1    18     0      92  <=
   929     1    75    24     1    18     0     111  lim
   930     1    75    27     1    18     0      60  )
   931     1    75    28     1    18     0     102  ;
   932     1    76     9     1    18     0      36  int
   933     1    76    13     1    18     0     111  rem
   934     1    76    17     1    18     0      67  =
   935     1    76    19     1    18     0      59  (
   936     1    76    20     1    18     0     111  pos
   937     1    76    24     1    18     0      92  <=
   938     1    76    27     1    18     0     111  lim
   939     1    76    31     1    18     0      58  ?
   940     1    76    33     1    18     0     111  lim
   941     1    76    37     1    18     0      77  -
   942     1    76    39     1    18     0     111  pos
   943     1    76    43     1    18     0      65  :
   944     1    76    45     1    18     0     112  0
   945     1    76    46     1    18     0      60  )
   946     1    76    47     1    18     0     102  ;
   947     1    77     9     1    18     0      36  int
   948     1    77    13     1    18     0     111  off
   949     1    77    17     1    18     0      67  =
   950     1    77    19     1    18     0      59  (
   951     1    77    20     1    18     0     111  pos
   952     1    77    24     1    18     0      90  <<
   953     1    77    27     1    18     0     112  2
   954     1    77    28     1    18     0      60  )
   955     1    77    30     1    18     0      74  +
   956     1    77    32     1    18     0     111  offset
   957     1    77    38     1    18     0     102  ;
   958     1    78     9     1    18     0     111  assert
   959     1    78    16     1    18     0      59  (
   960     1    78    17     1    18     0     111  off
   961     1    78    21     1    18     0      88  >=
   962     1    78    24     1    18     0     112  0
   963     1    78    25     1    18     0      60  )
   964     1    78    26     1    18     0     102  ;
   965     1    79     9     1    18     0      19  return
   966     1    79    16     1    18     0      15  new
   967     1    79    20     1    18     0     111  ByteBufferAsFloatBufferB
   968     1    79    44     1    18     0      59  (
   969     1    79    45     1    18     0     111  bb
   970     1    79    47     1    18     0      66  ,
   971     1    79    49     1    18     0      77  -
   972     1    79    50     1    18     0     112  1
   973     1    79    51     1    18     0      66  ,
   974     1    79    53     1    18     0     112  0
   975     1    79    54     1    18     0      66  ,
   976     1    79    56     1    18     0     111  rem
   977     1    79    59     1    18     0      66  ,
   978     1    79    61     1    18     0     111  rem
   979     1    79    64     1    18     1      66  ,
   980     1    79    66     1    18     1     111  off
   981     1    79    69     1    18     1      60  )
   982     1    79    70     1    18     1     102  ;
   983     1    80     5     1    18     1      64  }
   984     1    80     5     1    18     0     164  ENDMETHOD
   985     1    80     5     1    19     0     165  STARTMETHOD
   986     1    82     5     1    19     0      10  public
   987     1    82    12     1    19     0     111  FloatBuffer
   988     1    82    24     1    19     0     111  duplicate
   989     1    82    33     1    19     0      59  (
   990     1    82    34     1    19     0      60  )
   991     1    82    36     1    19     0      63  {
   992     1    83     9     1    19     0      19  return
   993     1    83    16     1    19     0      15  new
   994     1    83    20     1    19     0     111  ByteBufferAsFloatBufferB
   995     1    83    44     1    19     0      59  (
   996     1    83    45     1    19     0     111  bb
   997     1    83    47     1    19     0      66  ,
   998     1    84    53     1    19     1     111  this.markValue
   999     1    84    67     1    19     1      59  (
  1000     1    84    68     1    19     1      60  )
  1001     1    84    69     1    19     1      66  ,
  1002     1    85    53     1    19     1     111  this.position
  1003     1    85    66     1    19     1      59  (
  1004     1    85    67     1    19     1      60  )
  1005     1    85    68     1    19     1      66  ,
  1006     1    86    53     1    19     1     111  this.limit
  1007     1    86    63     1    19     1      59  (
  1008     1    86    64     1    19     1      60  )
  1009     1    86    65     1    19     1      66  ,
  1010     1    87    53     1    19     1     111  this.capacity
  1011     1    87    66     1    19     1      59  (
  1012     1    87    67     1    19     1      60  )
  1013     1    87    68     1    19     1      66  ,
  1014     1    88    53     1    19     1     111  offset
  1015     1    88    59     1    19     1      60  )
  1016     1    88    60     1    19     1     102  ;
  1017     1    89     5     1    19     1      64  }
  1018     1    89     5     1    19     0     166  ENDMETHOD
  1019     1    89     5     1    20     0     167  STARTMETHOD
  1020     1    91     5     1    20     0      10  public
  1021     1    91    12     1    20     0     111  FloatBuffer
  1022     1    91    24     1    20     0     111  asReadOnlyBuffer
  1023     1    91    40     1    20     0      59  (
  1024     1    91    41     1    20     0      60  )
  1025     1    91    43     1    20     0      63  {
  1026     1    93     9     1    20     0      19  return
  1027     1    93    16     1    20     0      15  new
  1028     1    93    20     1    20     0     111  ByteBufferAsFloatBufferRB
  1029     1    93    45     1    20     0      59  (
  1030     1    93    46     1    20     0     111  bb
  1031     1    93    48     1    20     0      66  ,
  1032     1    94    50     1    20     1     111  this.markValue
  1033     1    94    64     1    20     1      59  (
  1034     1    94    65     1    20     1      60  )
  1035     1    94    66     1    20     1      66  ,
  1036     1    95    50     1    20     1     111  this.position
  1037     1    95    63     1    20     1      59  (
  1038     1    95    64     1    20     1      60  )
  1039     1    95    65     1    20     1      66  ,
  1040     1    96    50     1    20     1     111  this.limit
  1041     1    96    60     1    20     1      59  (
  1042     1    96    61     1    20     1      60  )
  1043     1    96    62     1    20     1      66  ,
  1044     1    97    50     1    20     1     111  this.capacity
  1045     1    97    63     1    20     1      59  (
  1046     1    97    64     1    20     1      60  )
  1047     1    97    65     1    20     1      66  ,
  1048     1    98    50     1    20     1     111  offset
  1049     1    98    56     1    20     1      60  )
  1050     1    98    57     1    20     1     102  ;
  1051     1   102     5     1    20     1      64  }
  1052     1   102     5     1    20     0     168  ENDMETHOD
  1053     1   102     5     1    21     0     169  STARTMETHOD
  1054     1   106     5     1    21     0      23  protected
  1055     1   106    15     1    21     0      36  int
  1056     1   106    19     1    21     0     111  ix
  1057     1   106    21     1    21     0      59  (
  1058     1   106    22     1    21     0      36  int
  1059     1   106    26     1    21     0     111  i
  1060     1   106    27     1    21     0      60  )
  1061     1   106    29     1    21     0      63  {
  1062     1   107     9     1    21     0      19  return
  1063     1   107    16     1    21     0      59  (
  1064     1   107    17     1    21     0     111  i
  1065     1   107    19     1    21     0      90  <<
  1066     1   107    22     1    21     0     112  2
  1067     1   107    23     1    21     0      60  )
  1068     1   107    25     1    21     0      74  +
  1069     1   107    27     1    21     0     111  offset
  1070     1   107    33     1    21     0     102  ;
  1071     1   108     5     1    21     0      64  }
  1072     1   108     5     1    21     0     170  ENDMETHOD
  1073     1   108     5     1    22     0     171  STARTMETHOD
  1074     1   110     5     1    22     0      10  public
  1075     1   110    12     1    22     0       4  float
  1076     1   110    18     1    22     0     111  get
  1077     1   110    21     1    22     0      59  (
  1078     1   110    22     1    22     0      60  )
  1079     1   110    24     1    22     0      63  {
  1080     1   111     9     1    22     0      19  return
  1081     1   111    16     1    22     0     111  Bits.getFloatB
  1082     1   111    30     1    22     0      59  (
  1083     1   111    31     1    22     0     111  bb
  1084     1   111    33     1    22     0      66  ,
  1085     1   111    35     1    22     0     111  ix
  1086     1   111    37     1    22     0      59  (
  1087     1   111    38     1    22     0     111  nextGetIndex
  1088     1   111    50     1    22     0      59  (
  1089     1   111    51     1    22     0      60  )
  1090     1   111    52     1    22     0      60  )
  1091     1   111    53     1    22     0      60  )
  1092     1   111    54     1    22     0     102  ;
  1093     1   112     5     1    22     0      64  }
  1094     1   112     5     1    22     0     172  ENDMETHOD
  1095     1   112     5     1    23     0     173  STARTMETHOD
  1096     1   114     5     1    23     0      10  public
  1097     1   114    12     1    23     0       4  float
  1098     1   114    18     1    23     0     111  get
  1099     1   114    21     1    23     0      59  (
  1100     1   114    22     1    23     0      36  int
  1101     1   114    26     1    23     0     111  i
  1102     1   114    27     1    23     0      60  )
  1103     1   114    29     1    23     0      63  {
  1104     1   115     9     1    23     0      19  return
  1105     1   115    16     1    23     0     111  Bits.getFloatB
  1106     1   115    30     1    23     0      59  (
  1107     1   115    31     1    23     0     111  bb
  1108     1   115    33     1    23     0      66  ,
  1109     1   115    35     1    23     0     111  ix
  1110     1   115    37     1    23     0      59  (
  1111     1   115    38     1    23     0     111  checkIndex
  1112     1   115    48     1    23     0      59  (
  1113     1   115    49     1    23     0     111  i
  1114     1   115    50     1    23     0      60  )
  1115     1   115    51     1    23     0      60  )
  1116     1   115    52     1    23     0      60  )
  1117     1   115    53     1    23     0     102  ;
  1118     1   116     5     1    23     0      64  }
  1119     1   116     5     1    23     0     174  ENDMETHOD
  1120     1   116     5     1    24     0     175  STARTMETHOD
  1121     1   120     5     1    24     0      10  public
  1122     1   120    12     1    24     0     111  FloatBuffer
  1123     1   120    24     1    24     0     111  put
  1124     1   120    27     1    24     0      59  (
  1125     1   120    28     1    24     0       4  float
  1126     1   120    34     1    24     0     111  x
  1127     1   120    35     1    24     0      60  )
  1128     1   120    37     1    24     0      63  {
  1129     1   122     9     1    24     0     111  Bits.putFloatB
  1130     1   122    23     1    24     0      59  (
  1131     1   122    24     1    24     0     111  bb
  1132     1   122    26     1    24     0      66  ,
  1133     1   122    28     1    24     0     111  ix
  1134     1   122    30     1    24     0      59  (
  1135     1   122    31     1    24     0     111  nextPutIndex
  1136     1   122    43     1    24     0      59  (
  1137     1   122    44     1    24     0      60  )
  1138     1   122    45     1    24     0      60  )
  1139     1   122    46     1    24     0      66  ,
  1140     1   122    48     1    24     0     111  x
  1141     1   122    49     1    24     0      60  )
  1142     1   122    50     1    24     0     102  ;
  1143     1   123     9     1    24     0      19  return
  1144     1   123    16     1    24     0      44  this
  1145     1   123    20     1    24     0     102  ;
  1146     1   127     5     1    24     0      64  }
  1147     1   127     5     1    24     0     176  ENDMETHOD
  1148     1   127     5     1    25     0     177  STARTMETHOD
  1149     1   129     5     1    25     0      10  public
  1150     1   129    12     1    25     0     111  FloatBuffer
  1151     1   129    24     1    25     0     111  put
  1152     1   129    27     1    25     0      59  (
  1153     1   129    28     1    25     0      36  int
  1154     1   129    32     1    25     0     111  i
  1155     1   129    33     1    25     0      66  ,
  1156     1   129    35     1    25     0       4  float
  1157     1   129    41     1    25     0     111  x
  1158     1   129    42     1    25     0      60  )
  1159     1   129    44     1    25     0      63  {
  1160     1   131     9     1    25     0     111  Bits.putFloatB
  1161     1   131    23     1    25     0      59  (
  1162     1   131    24     1    25     0     111  bb
  1163     1   131    26     1    25     0      66  ,
  1164     1   131    28     1    25     0     111  ix
  1165     1   131    30     1    25     0      59  (
  1166     1   131    31     1    25     0     111  checkIndex
  1167     1   131    41     1    25     0      59  (
  1168     1   131    42     1    25     0     111  i
  1169     1   131    43     1    25     0      60  )
  1170     1   131    44     1    25     0      60  )
  1171     1   131    45     1    25     0      66  ,
  1172     1   131    47     1    25     0     111  x
  1173     1   131    48     1    25     0      60  )
  1174     1   131    49     1    25     0     102  ;
  1175     1   132     9     1    25     0      19  return
  1176     1   132    16     1    25     0      44  this
  1177     1   132    20     1    25     0     102  ;
  1178     1   136     5     1    25     0      64  }
  1179     1   136     5     1    25     0     178  ENDMETHOD
  1180     1   136     5     1    26     0     179  STARTMETHOD
  1181     1   138     5     1    26     0      10  public
  1182     1   138    12     1    26     0     111  FloatBuffer
  1183     1   138    24     1    26     0     111  compact
  1184     1   138    31     1    26     0      59  (
  1185     1   138    32     1    26     0      60  )
  1186     1   138    34     1    26     0      63  {
  1187     1   140     9     1    26     1      36  int
  1188     1   140    13     1    26     1     111  pos
  1189     1   140    17     1    26     1      67  =
  1190     1   140    19     1    26     1     111  position
  1191     1   140    27     1    26     1      59  (
  1192     1   140    28     1    26     1      60  )
  1193     1   140    29     1    26     1     102  ;
  1194     1   141     9     1    26     1      36  int
  1195     1   141    13     1    26     1     111  lim
  1196     1   141    17     1    26     1      67  =
  1197     1   141    19     1    26     1     111  limit
  1198     1   141    24     1    26     1      59  (
  1199     1   141    25     1    26     1      60  )
  1200     1   141    26     1    26     1     102  ;
  1201     1   142     9     1    26     0     111  assert
  1202     1   142    16     1    26     0      59  (
  1203     1   142    17     1    26     0     111  pos
  1204     1   142    21     1    26     0      92  <=
  1205     1   142    24     1    26     0     111  lim
  1206     1   142    27     1    26     0      60  )
  1207     1   142    28     1    26     0     102  ;
  1208     1   143     9     1    26     0      36  int
  1209     1   143    13     1    26     0     111  rem
  1210     1   143    17     1    26     0      67  =
  1211     1   143    19     1    26     0      59  (
  1212     1   143    20     1    26     0     111  pos
  1213     1   143    24     1    26     0      92  <=
  1214     1   143    27     1    26     0     111  lim
  1215     1   143    31     1    26     0      58  ?
  1216     1   143    33     1    26     0     111  lim
  1217     1   143    37     1    26     0      77  -
  1218     1   143    39     1    26     0     111  pos
  1219     1   143    43     1    26     0      65  :
  1220     1   143    45     1    26     0     112  0
  1221     1   143    46     1    26     0      60  )
  1222     1   143    47     1    26     0     102  ;
  1223     1   145     9     1    26     0     111  ByteBuffer
  1224     1   145    20     1    26     0     111  db
  1225     1   145    23     1    26     0      67  =
  1226     1   145    25     1    26     0     111  bb.duplicate
  1227     1   145    37     1    26     0      59  (
  1228     1   145    38     1    26     0      60  )
  1229     1   145    39     1    26     0     102  ;
  1230     1   146     9     1    26     0     111  db.limit
  1231     1   146    17     1    26     0      59  (
  1232     1   146    18     1    26     0     111  ix
  1233     1   146    20     1    26     0      59  (
  1234     1   146    21     1    26     0     111  lim
  1235     1   146    24     1    26     0      60  )
  1236     1   146    25     1    26     0      60  )
  1237     1   146    26     1    26     0     102  ;
  1238     1   147     9     1    26     0     111  db.position
  1239     1   147    20     1    26     0      59  (
  1240     1   147    21     1    26     0     111  ix
  1241     1   147    23     1    26     0      59  (
  1242     1   147    24     1    26     0     112  0
  1243     1   147    25     1    26     0      60  )
  1244     1   147    26     1    26     0      60  )
  1245     1   147    27     1    26     0     102  ;
  1246     1   148     9     1    26     0     111  ByteBuffer
  1247     1   148    20     1    26     0     111  sb
  1248     1   148    23     1    26     0      67  =
  1249     1   148    25     1    26     0     111  db.slice
  1250     1   148    33     1    26     0      59  (
  1251     1   148    34     1    26     0      60  )
  1252     1   148    35     1    26     0     102  ;
  1253     1   149     9     1    26     0     111  sb.position
  1254     1   149    20     1    26     0      59  (
  1255     1   149    21     1    26     0     111  pos
  1256     1   149    25     1    26     0      90  <<
  1257     1   149    28     1    26     0     112  2
  1258     1   149    29     1    26     0      60  )
  1259     1   149    30     1    26     0     102  ;
  1260     1   150     9     1    26     0     111  sb.compact
  1261     1   150    19     1    26     0      59  (
  1262     1   150    20     1    26     0      60  )
  1263     1   150    21     1    26     0     102  ;
  1264     1   151     9     1    26     0     111  position
  1265     1   151    17     1    26     0      59  (
  1266     1   151    18     1    26     0     111  rem
  1267     1   151    21     1    26     0      60  )
  1268     1   151    22     1    26     0     102  ;
  1269     1   152     9     1    26     0     111  limit
  1270     1   152    14     1    26     0      59  (
  1271     1   152    15     1    26     0     111  capacity
  1272     1   152    23     1    26     0      59  (
  1273     1   152    24     1    26     0      60  )
  1274     1   152    25     1    26     0      60  )
  1275     1   152    26     1    26     0     102  ;
  1276     1   153     9     1    26     0      19  return
  1277     1   153    16     1    26     0      44  this
  1278     1   153    20     1    26     0     102  ;
  1279     1   157     5     1    26     0      64  }
  1280     1   157     5     1    26     0     180  ENDMETHOD
  1281     1   157     5     1    27     0     181  STARTMETHOD
  1282     1   159     5     1    27     0      10  public
  1283     1   159    12     1    27     0      39  boolean
  1284     1   159    20     1    27     0     111  isDirect
  1285     1   159    28     1    27     0      59  (
  1286     1   159    29     1    27     0      60  )
  1287     1   159    31     1    27     0      63  {
  1288     1   160     9     1    27     0      19  return
  1289     1   160    16     1    27     0     111  bb.isDirect
  1290     1   160    27     1    27     0      59  (
  1291     1   160    28     1    27     0      60  )
  1292     1   160    29     1    27     1     102  ;
  1293     1   161     5     1    27     1      64  }
  1294     1   161     5     1    27     0     182  ENDMETHOD
  1295     1   161     5     1    28     0     183  STARTMETHOD
  1296     1   163     5     1    28     0      10  public
  1297     1   163    12     1    28     0      39  boolean
  1298     1   163    20     1    28     0     111  isReadOnly
  1299     1   163    30     1    28     0      59  (
  1300     1   163    31     1    28     0      60  )
  1301     1   163    33     1    28     0      63  {
  1302     1   164     9     1    28     0      19  return
  1303     1   164    16     1    28     0      43  false
  1304     1   164    21     1    28     1     102  ;
  1305     1   165     5     1    28     1      64  }
  1306     1   165     5     1    28     0     184  ENDMETHOD
  1307     1   165     5     1    29     0     185  STARTMETHOD
  1308     1   207     5     1    29     0      10  public
  1309     1   207    12     1    29     0     111  ByteOrder
  1310     1   207    22     1    29     0     111  order
  1311     1   207    27     1    29     0      59  (
  1312     1   207    28     1    29     0      60  )
  1313     1   207    30     1    29     0      63  {
  1314     1   209     9     1    29     0      19  return
  1315     1   209    16     1    29     0     111  ByteOrder.BIG_ENDIAN
  1316     1   209    36     1    29     1     102  ;
  1317     1   214     5     1    29     1      64  }
  1318     1   214     5     1    29     0     186  ENDMETHOD
  1319     1   216     1     1    -1     0      64  }
  1320     1   216     1     1    -1     1     187  ENDCLASS
  1321     1   216     1    -1    -1     1     188  ENDFILE D:\javasrc\java\nio\ByteBufferAsFloatBufferB.java
  1322     2     1     1    -1    -1     1     189  STARTFILE D:\javasrc\java\nio\ByteBufferAsIntBufferB.java
  1323     2    28     1    -1    -1     0       5  package
  1324     2    28     9    -1    -1     0     111  java.nio
  1325     2    28    17    -1    -1     0     102  ;
  1326     2    31     1     2    -1     0     190  STARTCLASS
  1327     2    31     1     2    -1     0      24  class
  1328     2    31     7     2    -1     0     111  ByteBufferAsIntBufferB
  1329     2    32     5     2    -1     0      38  extends
  1330     2    32    13     2    -1     0     111  IntBuffer
  1331     2    33     1     2    -1     0      63  {
  1332     2    37     5     2    -1     0      23  protected
  1333     2    37    15     2    -1     0       6  final
  1334     2    37    21     2    -1     0     111  ByteBuffer
  1335     2    37    32     2    -1     0     111  bb
  1336     2    37    34     2    -1     0     102  ;
  1337     2    38     5     2    -1     0      23  protected
  1338     2    38    15     2    -1     0       6  final
  1339     2    38    21     2    -1     0      36  int
  1340     2    38    25     2    -1     0     111  offset
  1341     2    38    31     2    -1     0     102  ;
  1342     2    38    31     2    30     0     191  STARTMETHOD
  1343     2    42     5     2    30     0     111  ByteBufferAsIntBufferB
  1344     2    42    27     2    30     0      59  (
  1345     2    42    28     2    30     0     111  ByteBuffer
